SottoTitolo2,SottoTitolo3
Periodo riferimento: 2024 - Base dell’Indice 2010=100,"Macro categoria: coltivazioni,prodotti zootecnici - Categoria: cereali e derivati,colture industriali,frutta fresca, a guscio e agrumi freschi,olii e grassi vegetali,ortaggi legumi e patate freschi,semi oleosi,vini - Gruppo: frumento,granturco e cereali minori,riso,barbabietola,tabacchi,agrumi,altra frutta fresca,frutta a guscio,frutta a nocciolo,pomacee,uva da tavola,olii di oliva di pressione,cavoli e cavolfiori,frutti ortivi freschi,insalate,legumi freschi,ortaggi a foglia e stelo,patate,radici e bulbi,oleaginose,vini comuni,vini doc-docg,vini igt - Prodotto: frumento duro,frumento tenero,avena,mais,orzo,risone,barbabietola da zucchero,tabacco greggio, non lavorato,arance,clementine,limoni,mandarini,actinidia,loti,mandorle in guscio,nocciole,noci,pistacchi,albicocche,ciliegie,nettarine,pesche,susine,mele da tavola,pere da tavola,uva da tavola,olio extravergine di oliva,olio lampante di oliva,olio vergine di oliva,cavolfiori,angurie,cetrioli,cetrioli serra,fragole,melanzane,melanzane serra,meloni,peperoni,peperoni serra,pomodori,pomodori serra,zucchine,zucchine serra,indivia,lattuga,radicchio,fagiolini,fagiolini serra,asparagi,carciofi,finocchi,sedani,spinaci,patate comuni,patate novelle,agli,carote,cipolle,soia,vini comuni bianchi,vini comuni rossi e rosati,vini doc-docg bianchi,vini doc-docg rossi e rosati,vini igt bianchi,vini igt rossi e rosati"

Prodotto,Mese,PrezzoMedioPerUdM8,Varieta,PrezzoMedioPerUdM9
Vini Doc-Docg Bianchi,nov,"156,55",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,dic,"156,68",Oltrepo' Pavese Chardonnay,"143,65"
Vini Doc-Docg Bianchi,gen,"154,46",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,feb,"154,76",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,mar,"155,13",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,apr,"155,27",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,mag,"153,88",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,giu,"152,56",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,lug,"152,21",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,ago,"151,58",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,set,"152,39",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,ott,"155,49",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,nov,"156,55",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,dic,"156,68",Oltrepo' Pavese Moscato,"99,41"
Vini Doc-Docg Bianchi,gen,"154,46",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,feb,"154,76",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,mar,"155,13",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,apr,"155,27",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,mag,"153,88",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,giu,"152,56",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,lug,"152,21",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,ago,"151,58",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,set,"152,39",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,ott,"155,49",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,nov,"156,55",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,dic,"156,68",Oltrepo' Pavese Pinot Nero,"151,01"
Vini Doc-Docg Bianchi,gen,"154,46",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,feb,"154,76",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,mar,"155,13",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,apr,"155,27",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,mag,"153,88",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,giu,"152,56",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,lug,"152,21",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,ago,"151,58",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,set,"152,39",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,ott,"155,49",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,nov,"156,55",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,dic,"156,68",Oltrepo' Pavese Riesling,"141,78"
Vini Doc-Docg Bianchi,gen,"154,46",Orvieto,"141,59"
Vini Doc-Docg Bianchi,feb,"154,76",Orvieto,"141,59"
Vini Doc-Docg Bianchi,mar,"155,13",Orvieto,"141,59"
Vini Doc-Docg Bianchi,apr,"155,27",Orvieto,"141,59"
Vini Doc-Docg Bianchi,mag,"153,88",Orvieto,"141,59"
Vini Doc-Docg Bianchi,giu,"152,56",Orvieto,"141,59"
Vini Doc-Docg Bianchi,lug,"152,21",Orvieto,"141,59"
Vini Doc-Docg Bianchi,ago,"151,58",Orvieto,"141,59"
Vini Doc-Docg Bianchi,set,"152,39",Orvieto,"141,59"
Vini Doc-Docg Bianchi,ott,"155,49",Orvieto,"141,59"
Vini Doc-Docg Bianchi,nov,"156,55",Orvieto,"141,59"
Vini Doc-Docg Bianchi,dic,"156,68",Orvieto,"141,59"
Vini Doc-Docg Bianchi,gen,"154,46",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,feb,"154,76",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,mar,"155,13",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,apr,"155,27",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,mag,"153,88",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,giu,"152,56",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,lug,"152,21",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,ago,"151,58",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,set,"152,39",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,ott,"155,49",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,nov,"156,55",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,dic,"156,68",Orvieto Classico,"126,67"
Vini Doc-Docg Bianchi,gen,"154,46",Per Marsala Doc,"152,51"
Vini Doc-Docg Bianchi,feb,"154,76",Per Marsala Doc,"152,51"
Vini Doc-Docg Bianchi,mar,"155,13",Per Marsala Doc,"152,51"
Vini Doc-Docg Bianchi,apr,"155,27",Per Marsala Doc,"161,22"
Vini Doc-Docg Bianchi,mag,"153,88",Per Marsala Doc,"161,22"
Vini Doc-Docg Bianchi,giu,"152,56",Per Marsala Doc,"161,22"
Vini Doc-Docg Bianchi,lug,"152,21",Per Marsala Doc,"161,22"
Vini Doc-Docg Bianchi,ago,"151,58",Per Marsala Doc,"161,22"
Vini Doc-Docg Bianchi,set,"152,39",Per Marsala Doc,"161,22"
Vini Doc-Docg Bianchi,ott,"155,49",Per Marsala Doc,"161,22"
Vini Doc-Docg Bianchi,nov,"156,55",Per Marsala Doc,"161,22"
Vini Doc-Docg Bianchi,dic,"156,68",Per Marsala Doc,"169,93"
Vini Doc-Docg Bianchi,gen,"154,46",Piemonte Moscato,"86,96"
Vini Doc-Docg Bianchi,feb,"154,76",Piemonte Moscato,"86,96"
Vini Doc-Docg Bianchi,mar,"155,13",Piemonte Moscato,"128,26"
Vini Doc-Docg Bianchi,apr,"155,27",Piemonte Moscato,"128,26"
Vini Doc-Docg Bianchi,mag,"153,88",Piemonte Moscato,"128,26"
Vini Doc-Docg Bianchi,giu,"152,56",Piemonte Moscato,"128,26"
Vini Doc-Docg Bianchi,lug,"152,21",Piemonte Moscato,"128,26"
Vini Doc-Docg Bianchi,ago,"151,58",Piemonte Moscato,"128,26"
Vini Doc-Docg Bianchi,set,"152,39",Piemonte Moscato,"128,26"
Vini Doc-Docg Bianchi,ott,"155,49",Piemonte Moscato,"128,26"
Vini Doc-Docg Bianchi,nov,"156,55",Piemonte Moscato,"134,78"
Vini Doc-Docg Bianchi,dic,"156,68",Piemonte Moscato,"134,78"
Vini Doc-Docg Bianchi,gen,"154,46",Prosecco,"151,83"
Vini Doc-Docg Bianchi,feb,"154,76",Prosecco,"151,83"
Vini Doc-Docg Bianchi,mar,"155,13",Prosecco,"151,83"
Vini Doc-Docg Bianchi,apr,"155,27",Prosecco,"151,83"
Vini Doc-Docg Bianchi,mag,"153,88",Prosecco,"146,06"
Vini Doc-Docg Bianchi,giu,"152,56",Prosecco,"144,14"
Vini Doc-Docg Bianchi,lug,"152,21",Prosecco,"144,14"
Vini Doc-Docg Bianchi,ago,"151,58",Prosecco,"144,14"
Vini Doc-Docg Bianchi,set,"152,39",Prosecco,"146,06"
Vini Doc-Docg Bianchi,ott,"155,49",Prosecco,"147,21"
Vini Doc-Docg Bianchi,nov,"156,55",Prosecco,"147,21"
Vini Doc-Docg Bianchi,dic,"156,68",Prosecco,"147,21"
Vini Doc-Docg Bianchi,gen,"154,46",Roero Arneis,"145,56"
Vini Doc-Docg Bianchi,feb,"154,76",Roero Arneis,"145,56"
Vini Doc-Docg Bianchi,mar,"155,13",Roero Arneis,"143,36"
Vini Doc-Docg Bianchi,apr,"155,27",Roero Arneis,"143,36"
Vini Doc-Docg Bianchi,mag,"153,88",Roero Arneis,"143,36"
Vini Doc-Docg Bianchi,giu,"152,56",Roero Arneis,"143,36"
Vini Doc-Docg Bianchi,lug,"152,21",Roero Arneis,"143,36"
Vini Doc-Docg Bianchi,ago,"151,58",Roero Arneis,"141,15"
Vini Doc-Docg Bianchi,set,"152,39",Roero Arneis,"132,33"
Vini Doc-Docg Bianchi,ott,"155,49",Roero Arneis,"132,33"
Vini Doc-Docg Bianchi,nov,"156,55",Roero Arneis,"123,51"
Vini Doc-Docg Bianchi,dic,"156,68",Roero Arneis,"123,51"
Vini Doc-Docg Bianchi,gen,"154,46",San Severo,"130,43"
Vini Doc-Docg Bianchi,feb,"154,76",San Severo,"130,43"
Vini Doc-Docg Bianchi,mar,"155,13",San Severo,"130,43"
Vini Doc-Docg Bianchi,apr,"155,27",San Severo,"130,43"
Vini Doc-Docg Bianchi,mag,"153,88",San Severo,"130,43"
Vini Doc-Docg Bianchi,giu,"152,56",San Severo,"130,43"
Vini Doc-Docg Bianchi,lug,"152,21",San Severo,"130,43"
Vini Doc-Docg Bianchi,ago,"151,58",San Severo,"130,43"
Vini Doc-Docg Bianchi,set,"152,39",San Severo,"130,43"
Vini Doc-Docg Bianchi,ott,"155,49",San Severo,"147,83"
Vini Doc-Docg Bianchi,nov,"156,55",San Severo,"147,83"
Vini Doc-Docg Bianchi,dic,"156,68",San Severo,"147,83"
Vini Doc-Docg Bianchi,gen,"154,46",Sannio Solopaca,"142,86"
Vini Doc-Docg Bianchi,feb,"154,76",Sannio Solopaca,"142,86"
Vini Doc-Docg Bianchi,mar,"155,13",Sannio Solopaca,"161,90"
Vini Doc-Docg Bianchi,apr,"155,27",Sannio Solopaca,"161,90"
Vini Doc-Docg Bianchi,mag,"153,88",Sannio Solopaca,"161,90"
Vini Doc-Docg Bianchi,giu,"152,56",Sannio Solopaca,"161,90"
Vini Doc-Docg Bianchi,lug,"152,21",Sannio Solopaca,"157,14"
Vini Doc-Docg Bianchi,ago,"151,58",Sannio Solopaca,"157,14"
Vini Doc-Docg Bianchi,set,"152,39",Sannio Solopaca,"157,14"
Vini Doc-Docg Bianchi,ott,"155,49",Sannio Solopaca,"157,14"
Vini Doc-Docg Bianchi,nov,"156,55",Sannio Solopaca,"157,14"
Vini Doc-Docg Bianchi,dic,"156,68",Sannio Solopaca,"157,14"
Vini Doc-Docg Bianchi,gen,"154,46",Soave,"126,98"
Vini Doc-Docg Bianchi,feb,"154,76",Soave,"126,98"
Vini Doc-Docg Bianchi,mar,"155,13",Soave,"126,98"
Vini Doc-Docg Bianchi,apr,"155,27",Soave,"126,98"
Vini Doc-Docg Bianchi,mag,"153,88",Soave,"126,98"
Vini Doc-Docg Bianchi,giu,"152,56",Soave,"126,98"
Vini Doc-Docg Bianchi,lug,"152,21",Soave,"126,98"
Vini Doc-Docg Bianchi,ago,"151,58",Soave,"126,98"
Vini Doc-Docg Bianchi,set,"152,39",Soave,"126,98"
Vini Doc-Docg Bianchi,ott,"155,49",Soave,"142,86"
Vini Doc-Docg Bianchi,nov,"156,55",Soave,"142,86"
Vini Doc-Docg Bianchi,dic,"156,68",Soave,"142,86"
Vini Doc-Docg Bianchi,gen,"154,46",Soave Classico,"137,55"
Vini Doc-Docg Bianchi,feb,"154,76",Soave Classico,"137,55"
Vini Doc-Docg Bianchi,mar,"155,13",Soave Classico,"137,55"
Vini Doc-Docg Bianchi,apr,"155,27",Soave Classico,"137,55"
Vini Doc-Docg Bianchi,mag,"153,88",Soave Classico,"137,55"
Vini Doc-Docg Bianchi,giu,"152,56",Soave Classico,"137,55"
Vini Doc-Docg Bianchi,lug,"152,21",Soave Classico,"137,55"
Vini Doc-Docg Bianchi,ago,"151,58",Soave Classico,"137,55"
Vini Doc-Docg Bianchi,set,"152,39",Soave Classico,"137,55"
Vini Doc-Docg Bianchi,ott,"155,49",Soave Classico,"137,55"
Vini Doc-Docg Bianchi,nov,"156,55",Soave Classico,"150,05"
Vini Doc-Docg Bianchi,dic,"156,68",Soave Classico,"150,05"
Vini Doc-Docg Bianchi,gen,"154,46",Trebbiano D'abruzzo,"169,50"
Vini Doc-Docg Bianchi,feb,"154,76",Trebbiano D'abruzzo,"169,50"
Vini Doc-Docg Bianchi,mar,"155,13",Trebbiano D'abruzzo,"169,50"
Vini Doc-Docg Bianchi,apr,"155,27",Trebbiano D'abruzzo,"169,50"
Vini Doc-Docg Bianchi,mag,"153,88",Trebbiano D'abruzzo,"169,50"
Vini Doc-Docg Bianchi,giu,"152,56",Trebbiano D'abruzzo,"169,50"
Vini Doc-Docg Bianchi,lug,"152,21",Trebbiano D'abruzzo,"169,50"
Vini Doc-Docg Bianchi,ago,"151,58",Trebbiano D'abruzzo,"169,50"
Vini Doc-Docg Bianchi,set,"152,39",Trebbiano D'abruzzo,"169,50"
Vini Doc-Docg Bianchi,ott,"155,49",Trebbiano D'abruzzo,"217,92"
Vini Doc-Docg Bianchi,nov,"156,55",Trebbiano D'abruzzo,"217,92"
Vini Doc-Docg Bianchi,dic,"156,68",Trebbiano D'abruzzo,"217,92"
Vini Doc-Docg Bianchi,gen,"154,46",Trentino Chardonnay,"176,15"
Vini Doc-Docg Bianchi,feb,"154,76",Trentino Chardonnay,"176,15"
Vini Doc-Docg Bianchi,mar,"155,13",Trentino Chardonnay,"176,15"
Vini Doc-Docg Bianchi,apr,"155,27",Trentino Chardonnay,"176,15"
Vini Doc-Docg Bianchi,mag,"153,88",Trentino Chardonnay,"176,15"
Vini Doc-Docg Bianchi,giu,"152,56",Trentino Chardonnay,"176,15"
Vini Doc-Docg Bianchi,lug,"152,21",Trentino Chardonnay,"176,15"
Vini Doc-Docg Bianchi,ago,"151,58",Trentino Chardonnay,"176,15"
Vini Doc-Docg Bianchi,set,"152,39",Trentino Chardonnay,"176,15"
Vini Doc-Docg Bianchi,ott,"155,49",Trentino Chardonnay,"193,76"
Vini Doc-Docg Bianchi,nov,"156,55",Trentino Chardonnay,"193,76"
Vini Doc-Docg Bianchi,dic,"156,68",Trentino Chardonnay,"193,76"
Vini Doc-Docg Bianchi,gen,"154,46",Trentino Muller Thurgau,"133,33"
Vini Doc-Docg Bianchi,feb,"154,76",Trentino Muller Thurgau,"133,33"
Vini Doc-Docg Bianchi,mar,"155,13",Trentino Muller Thurgau,"133,33"
Vini Doc-Docg Bianchi,apr,"155,27",Trentino Muller Thurgau,"133,33"
Vini Doc-Docg Bianchi,mag,"153,88",Trentino Muller Thurgau,"133,33"
Vini Doc-Docg Bianchi,giu,"152,56",Trentino Muller Thurgau,"133,33"
Vini Doc-Docg Bianchi,lug,"152,21",Trentino Muller Thurgau,"133,33"
Vini Doc-Docg Bianchi,ago,"151,58",Trentino Muller Thurgau,"133,33"
Vini Doc-Docg Bianchi,set,"152,39",Trentino Muller Thurgau,"133,33"
Vini Doc-Docg Bianchi,ott,"155,49",Trentino Muller Thurgau,"137,50"
Vini Doc-Docg Bianchi,nov,"156,55",Trentino Muller Thurgau,"137,50"
Vini Doc-Docg Bianchi,dic,"156,68",Trentino Muller Thurgau,"137,50"
Vini Doc-Docg Bianchi,gen,"154,46",Trentino Pinot Bianco,"184,95"
Vini Doc-Docg Bianchi,feb,"154,76",Trentino Pinot Bianco,"184,95"
Vini Doc-Docg Bianchi,mar,"155,13",Trentino Pinot Bianco,"184,95"
Vini Doc-Docg Bianchi,apr,"155,27",Trentino Pinot Bianco,"184,95"
Vini Doc-Docg Bianchi,mag,"153,88",Trentino Pinot Bianco,"184,95"
Vini Doc-Docg Bianchi,giu,"152,56",Trentino Pinot Bianco,"184,95"
Vini Doc-Docg Bianchi,lug,"152,21",Trentino Pinot Bianco,"184,95"
Vini Doc-Docg Bianchi,ago,"151,58",Trentino Pinot Bianco,"184,95"
Vini Doc-Docg Bianchi,set,"152,39",Trentino Pinot Bianco,"184,95"
Vini Doc-Docg Bianchi,ott,"155,49",Trentino Pinot Bianco,"202,57"
Vini Doc-Docg Bianchi,nov,"156,55",Trentino Pinot Bianco,"202,57"
Vini Doc-Docg Bianchi,dic,"156,68",Trentino Pinot Bianco,"202,57"
Vini Doc-Docg Bianchi,gen,"154,46",Trentino Pinot Grigio,"129,64"
Vini Doc-Docg Bianchi,feb,"154,76",Trentino Pinot Grigio,"129,64"
Vini Doc-Docg Bianchi,mar,"155,13",Trentino Pinot Grigio,"129,64"
Vini Doc-Docg Bianchi,apr,"155,27",Trentino Pinot Grigio,"129,64"
Vini Doc-Docg Bianchi,mag,"153,88",Trentino Pinot Grigio,"129,64"
Vini Doc-Docg Bianchi,giu,"152,56",Trentino Pinot Grigio,"129,64"
Vini Doc-Docg Bianchi,lug,"152,21",Trentino Pinot Grigio,"129,64"
Vini Doc-Docg Bianchi,ago,"151,58",Trentino Pinot Grigio,"129,64"
Vini Doc-Docg Bianchi,set,"152,39",Trentino Pinot Grigio,"129,64"
Vini Doc-Docg Bianchi,ott,"155,49",Trentino Pinot Grigio,"139,13"
Vini Doc-Docg Bianchi,nov,"156,55",Trentino Pinot Grigio,"139,13"
Vini Doc-Docg Bianchi,dic,"156,68",Trentino Pinot Grigio,"139,13"
Vini Doc-Docg Bianchi,gen,"154,46",Trento,"167,09"
Vini Doc-Docg Bianchi,feb,"154,76",Trento,"167,09"
Vini Doc-Docg Bianchi,mar,"155,13",Trento,"167,09"
Vini Doc-Docg Bianchi,apr,"155,27",Trento,"167,09"
Vini Doc-Docg Bianchi,mag,"153,88",Trento,"167,09"
Vini Doc-Docg Bianchi,giu,"152,56",Trento,"167,09"
Vini Doc-Docg Bianchi,lug,"152,21",Trento,"167,09"
Vini Doc-Docg Bianchi,ago,"151,58",Trento,"167,09"
Vini Doc-Docg Bianchi,set,"152,39",Trento,"167,09"
Vini Doc-Docg Bianchi,ott,"155,49",Trento,"179,24"
Vini Doc-Docg Bianchi,nov,"156,55",Trento,"179,24"
Vini Doc-Docg Bianchi,dic,"156,68",Trento,"179,24"
Vini Doc-Docg Bianchi,gen,"154,46",Trento Pinot Nero (Bs),"209,62"
Vini Doc-Docg Bianchi,feb,"154,76",Trento Pinot Nero (Bs),"209,62"
Vini Doc-Docg Bianchi,mar,"155,13",Trento Pinot Nero (Bs),"209,62"
Vini Doc-Docg Bianchi,apr,"155,27",Trento Pinot Nero (Bs),"209,62"
Vini Doc-Docg Bianchi,mag,"153,88",Trento Pinot Nero (Bs),"209,62"
Vini Doc-Docg Bianchi,giu,"152,56",Trento Pinot Nero (Bs),"209,62"
Vini Doc-Docg Bianchi,lug,"152,21",Trento Pinot Nero (Bs),"209,62"
Vini Doc-Docg Bianchi,ago,"151,58",Trento Pinot Nero (Bs),"209,62"
Vini Doc-Docg Bianchi,set,"152,39",Trento Pinot Nero (Bs),"209,62"
Vini Doc-Docg Bianchi,ott,"155,49",Trento Pinot Nero (Bs),"221,77"
Vini Doc-Docg Bianchi,nov,"156,55",Trento Pinot Nero (Bs),"221,77"
Vini Doc-Docg Bianchi,dic,"156,68",Trento Pinot Nero (Bs),"221,77"
Vini Doc-Docg Bianchi,gen,"154,46",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,feb,"154,76",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,mar,"155,13",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,apr,"155,27",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,mag,"153,88",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,giu,"152,56",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,lug,"152,21",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,ago,"151,58",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,set,"152,39",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,ott,"155,49",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,nov,"156,55",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,dic,"156,68",Valdadige Pinot Grigio,"162,50"
Vini Doc-Docg Bianchi,gen,"154,46",Velletri,"190,36"
Vini Doc-Docg Bianchi,feb,"154,76",Velletri,"190,36"
Vini Doc-Docg Bianchi,mar,"155,13",Velletri,"190,36"
Vini Doc-Docg Bianchi,apr,"155,27",Velletri,"190,36"
Vini Doc-Docg Bianchi,mag,"153,88",Velletri,"190,36"
Vini Doc-Docg Bianchi,giu,"152,56",Velletri,"190,36"
Vini Doc-Docg Bianchi,lug,"152,21",Velletri,"190,36"
Vini Doc-Docg Bianchi,ago,"151,58",Velletri,"190,36"
Vini Doc-Docg Bianchi,set,"152,39",Velletri,"190,36"
Vini Doc-Docg Bianchi,ott,"155,49",Velletri,"190,36"
Vini Doc-Docg Bianchi,nov,"156,55",Velletri,"190,36"
Vini Doc-Docg Bianchi,dic,"156,68",Velletri,"190,36"
Vini Doc-Docg Bianchi,gen,"154,46",Verdicchio Dei Castelli Di Jesi,"181,48"
Vini Doc-Docg Bianchi,feb,"154,76",Verdicchio Dei Castelli Di Jesi,"183,70"
Vini Doc-Docg Bianchi,mar,"155,13",Verdicchio Dei Castelli Di Jesi,"183,70"
Vini Doc-Docg Bianchi,apr,"155,27",Verdicchio Dei Castelli Di Jesi,"183,70"
Vini Doc-Docg Bianchi,mag,"153,88",Verdicchio Dei Castelli Di Jesi,"183,70"
Vini Doc-Docg Bianchi,giu,"152,56",Verdicchio Dei Castelli Di Jesi,"183,70"
Vini Doc-Docg Bianchi,lug,"152,21",Verdicchio Dei Castelli Di Jesi,"183,70"
Vini Doc-Docg Bianchi,ago,"151,58",Verdicchio Dei Castelli Di Jesi,"183,70"
Vini Doc-Docg Bianchi,set,"152,39",Verdicchio Dei Castelli Di Jesi,"183,70"
Vini Doc-Docg Bianchi,ott,"155,49",Verdicchio Dei Castelli Di Jesi,"177,78"
Vini Doc-Docg Bianchi,nov,"156,55",Verdicchio Dei Castelli Di Jesi,"177,78"
Vini Doc-Docg Bianchi,dic,"156,68",Verdicchio Dei Castelli Di Jesi,"177,78"
Vini Doc-Docg Bianchi,gen,"154,46",Verdicchio Dei Castelli Di Jesi Classico,"228,00"
Vini Doc-Docg Bianchi,feb,"154,76",Verdicchio Dei Castelli Di Jesi Classico,"236,00"
Vini Doc-Docg Bianchi,mar,"155,13",Verdicchio Dei Castelli Di Jesi Classico,"236,00"
Vini Doc-Docg Bianchi,apr,"155,27",Verdicchio Dei Castelli Di Jesi Classico,"236,00"
Vini Doc-Docg Bianchi,mag,"153,88",Verdicchio Dei Castelli Di Jesi Classico,"236,00"
Vini Doc-Docg Bianchi,giu,"152,56",Verdicchio Dei Castelli Di Jesi Classico,"236,00"
Vini Doc-Docg Bianchi,lug,"152,21",Verdicchio Dei Castelli Di Jesi Classico,"236,00"
Vini Doc-Docg Bianchi,ago,"151,58",Verdicchio Dei Castelli Di Jesi Classico,"236,00"
Vini Doc-Docg Bianchi,set,"152,39",Verdicchio Dei Castelli Di Jesi Classico,"236,00"
Vini Doc-Docg Bianchi,ott,"155,49",Verdicchio Dei Castelli Di Jesi Classico,"220,00"
Vini Doc-Docg Bianchi,nov,"156,55",Verdicchio Dei Castelli Di Jesi Classico,"220,00"
Vini Doc-Docg Bianchi,dic,"156,68",Verdicchio Dei Castelli Di Jesi Classico,"220,00"
Vini Doc-Docg Bianchi,gen,"154,46",Vermentino Di Sardegna,"265,42"
Vini Doc-Docg Bianchi,feb,"154,76",Vermentino Di Sardegna,"265,42"
Vini Doc-Docg Bianchi,mar,"155,13",Vermentino Di Sardegna,"286,65"
Vini Doc-Docg Bianchi,apr,"155,27",Vermentino Di Sardegna,"286,65"
Vini Doc-Docg Bianchi,mag,"153,88",Vermentino Di Sardegna,"339,74"
Vini Doc-Docg Bianchi,giu,"152,56",Vermentino Di Sardegna,"339,74"
Vini Doc-Docg Bianchi,lug,"152,21",Vermentino Di Sardegna,"350,35"
Vini Doc-Docg Bianchi,ago,"151,58",Vermentino Di Sardegna,"318,50"
Vini Doc-Docg Bianchi,set,"152,39",Vermentino Di Sardegna,"318,50"
Vini Doc-Docg Bianchi,ott,"155,49",Vermentino Di Sardegna,"318,50"
Vini Doc-Docg Bianchi,nov,"156,55",Vermentino Di Sardegna,"318,50"
Vini Doc-Docg Bianchi,dic,"156,68",Vermentino Di Sardegna,"318,50"
Vini Doc-Docg Bianchi,gen,"154,46",Vernaccia Di San Gimignano,"135,30"
Vini Doc-Docg Bianchi,feb,"154,76",Vernaccia Di San Gimignano,"144,18"
Vini Doc-Docg Bianchi,mar,"155,13",Vernaccia Di San Gimignano,"144,18"
Vini Doc-Docg Bianchi,apr,"155,27",Vernaccia Di San Gimignano,"144,18"
Vini Doc-Docg Bianchi,mag,"153,88",Vernaccia Di San Gimignano,"148,61"
Vini Doc-Docg Bianchi,giu,"152,56",Vernaccia Di San Gimignano,"144,18"
Vini Doc-Docg Bianchi,lug,"152,21",Vernaccia Di San Gimignano,"144,18"
Vini Doc-Docg Bianchi,ago,"151,58",Vernaccia Di San Gimignano,"144,18"
Vini Doc-Docg Bianchi,set,"152,39",Vernaccia Di San Gimignano,"130,87"
Vini Doc-Docg Bianchi,ott,"155,49",Vernaccia Di San Gimignano,"130,87"
Vini Doc-Docg Bianchi,nov,"156,55",Vernaccia Di San Gimignano,"130,87"
Vini Doc-Docg Bianchi,dic,"156,68",Vernaccia Di San Gimignano,"130,87"
Vini Doc-Docg Rossi E Rosati,gen,"180,79",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,feb,"183,40",Alto Adige Lago Di Caldaro Classico,"162,64"
Vini Doc-Docg Rossi E Rosati,mar,"183,49",Alto Adige Lago Di Caldaro Classico,"162,64"
